ind,"('GE', 'has_price')","('GE', 'has_nearby_price')","('Weg', 'has_price')","('Weg', 'has_nearby_price')"
14195,False,False,False,False
14199,False,False,False,False
14203,False,False,False,False
14210,False,False,False,False
14213,False,False,False,False
14220,False,False,False,False
14226,False,False,False,False
14227,False,False,False,False
14241,False,False,False,False
14247,True,True,True,True
14248,False,False,True,False
14252,False,False,False,False
14260,False,False,False,False
14261,False,False,False,False
14265,False,False,False,False
14279,False,False,False,False
14285,False,False,True,True
14314,False,False,False,False
14322,False,False,False,False
14325,False,False,False,False
14341,False,False,False,False
14353,True,False,True,False
14354,False,False,False,False
14362,False,False,False,False
14363,False,False,False,False
14366,False,True,False,True
14374,False,False,False,False
14381,False,False,False,False
14386,False,False,False,False
14407,False,False,False,False
14414,True,False,True,False
14417,False,False,False,False
14425,False,False,False,False
14444,False,False,False,False
14455,False,False,False,False
14456,True,True,True,True
14463,False,False,False,False
14465,False,False,False,False
14474,False,False,False,False
14493,False,False,False,False
14498,False,False,False,False
14500,False,False,False,False
14501,False,False,False,False
14509,False,False,False,False
14512,False,False,False,False
14520,False,False,False,False
14526,False,False,False,False
14527,False,False,False,False
14542,False,False,False,False
14552,True,True,True,True
14571,False,False,False,False
14574,False,False,False,False
14582,False,False,False,False
14585,False,False,False,False
14587,False,False,False,False
14592,False,False,False,False
14600,True,True,True,True
14629,False,False,False,False
14634,False,False,False,False
14636,True,True,True,True
14638,True,False,True,False
14642,False,False,False,False
14648,False,False,False,False
14652,True,False,True,False
14654,False,False,False,False
14655,False,False,False,False
14665,False,False,False,False
14669,False,False,False,False
14673,False,False,False,False
14680,False,False,False,False
14681,False,False,False,False
14682,True,False,True,False
14685,False,False,True,False
14695,False,False,False,False
14696,False,False,False,False
14712,False,False,False,False
14718,False,False,False,False
14719,False,False,False,False
14720,False,False,False,False
14724,False,False,False,False
14729,False,False,False,False
14740,False,False,False,False
14744,True,False,True,False
14751,False,False,False,False
14755,True,False,True,False
14763,False,False,True,False
14765,False,False,False,False
14775,False,False,False,False
14778,False,False,False,False
14781,False,False,False,False
14782,False,False,False,False
14784,False,False,False,False
14790,False,False,False,False
14791,False,False,False,False
14815,False,False,False,False
14821,False,False,False,False
14822,False,False,False,False
14824,False,False,True,False
14826,False,False,False,False
14830,True,True,True,True
14836,False,False,False,False
14848,True,True,True,True
14850,False,False,False,False
14858,False,False,False,False
14869,False,False,False,False
14875,False,False,False,False
14879,True,False,True,False
14883,False,False,False,False
14884,False,False,False,False
14888,True,False,True,False
14900,False,False,False,False
14901,False,False,False,False
14906,False,False,False,False
14908,False,False,False,False
14910,True,False,True,False
14924,True,False,True,False
14925,False,False,False,False
14931,False,False,False,False
14932,False,False,False,False
14936,False,False,False,False
14938,False,False,False,False
14940,False,False,True,False
14951,False,False,False,False
14956,False,False,False,False
14959,False,False,False,False
14962,False,False,False,False
14967,True,False,True,True
14974,False,False,False,False
14975,False,False,False,False
14988,True,False,True,False
14990,False,False,False,False
14992,True,True,True,True
15008,False,False,False,False
15012,False,True,True,True
15016,True,True,True,True
15023,False,False,False,False
15037,False,False,False,False
15042,False,False,False,False
15043,False,False,False,False
15048,False,False,False,False
15052,False,False,False,False
15066,False,False,False,False
15071,True,False,True,False
15082,False,False,False,False
15088,False,True,True,True
15090,False,False,True,False
15093,False,False,False,False
15095,False,False,False,False
15101,False,False,False,False
15108,False,False,False,False
15113,False,False,False,False
15120,False,False,False,False
15124,False,False,False,False
15132,False,False,True,False
15135,False,False,False,False
15136,False,False,False,False
15140,False,False,False,False
15167,False,False,True,True
15169,False,False,False,False
15172,False,True,False,True
15178,False,False,False,False
15179,False,False,False,False
15189,False,False,False,False
15190,True,True,True,True
15196,False,False,False,False
15204,False,False,False,False
15209,False,False,False,False
15213,False,False,False,False
15224,True,False,True,False
15229,False,False,False,False
15236,True,True,True,True
15243,False,False,False,False
15245,False,False,False,False
15254,False,False,False,False
15269,False,False,False,False
15273,False,False,False,False
15274,True,True,True,True
15284,False,False,False,False
15285,False,False,False,False
15292,False,False,False,False
15299,False,False,False,False
15301,False,False,False,False
15307,False,False,False,False
15308,False,False,False,False
15309,False,False,False,False
15321,False,False,False,False
15323,False,False,False,False
15328,True,True,True,True
15331,False,False,True,False
15334,False,False,False,False
15340,False,False,False,False
15344,True,False,True,True
15347,False,False,False,False
15353,True,False,True,True
15358,False,False,False,True
15360,False,False,False,False
15362,False,False,False,False
15363,False,False,False,False
15365,False,False,False,False
15372,False,False,False,False
15376,True,False,True,False
15380,False,False,False,False
15389,False,False,False,False
15401,False,False,False,False
15404,False,False,False,False
15412,False,False,False,False
15416,False,False,False,False
15426,False,False,False,False
15428,False,False,False,False
15450,False,False,False,False
15453,False,False,False,False
15454,False,False,False,False
15459,False,False,False,False
15461,False,False,False,False
15467,False,False,False,False
15469,True,True,True,True
15471,True,True,True,True
15474,True,False,True,False
15486,False,False,False,False
15490,False,False,False,False
15494,False,False,False,False
15500,True,True,True,True
15504,False,False,False,False
15505,False,False,False,False
15509,False,False,False,False
15510,False,False,False,False
15512,False,False,False,False
15513,False,False,False,False
15514,False,False,False,False
15517,False,False,False,False
15528,True,True,True,True
15539,False,False,True,False
15541,False,False,False,False
15546,False,False,False,False
15552,False,False,False,False
15558,False,False,False,False
15569,False,False,False,False
15588,False,False,False,False
15590,False,False,False,False
15593,False,False,False,False
15614,False,False,False,False
15624,False,False,False,False
15632,False,False,False,False
15636,False,False,False,False
15637,False,False,False,False
15639,False,False,False,False
15644,False,False,False,False
15651,False,False,False,False
15653,True,False,True,False
15659,False,False,False,False
15668,False,False,True,True
15669,False,False,False,False
15673,False,False,False,False
15696,False,False,False,False
15713,False,False,False,False
15719,False,False,False,False
15721,False,False,False,False
15725,False,False,False,False
15739,True,False,True,False
15746,False,False,False,False
15750,False,False,False,False
15754,False,False,False,False
15785,True,False,True,True
15787,False,False,False,False
15790,False,False,False,False
15794,False,False,False,False
15811,False,False,False,False
15812,False,False,False,False
15816,False,False,False,False
15817,False,True,False,True
15819,True,True,True,True
15836,False,False,False,False
15845,False,False,False,False
15852,False,False,False,False
15853,True,True,True,True
15867,False,False,False,False
15868,False,False,False,False
15874,False,False,False,False
15894,False,False,False,False
15896,True,False,True,False
15899,False,False,False,False
15901,False,False,False,False
15910,False,False,False,False
15912,False,False,False,False
15935,False,False,False,False
15936,False,False,False,False
15955,False,False,False,False
15956,False,False,False,False
15966,False,False,False,False
15970,False,False,False,False
15973,False,False,False,False
15982,False,False,False,False
15983,False,True,False,True
15985,False,False,False,False
15989,False,False,False,False
15990,True,True,True,True
15994,False,False,False,False
15997,False,False,False,False
16002,False,False,False,False
16003,False,False,False,False
16004,False,False,False,False
16012,False,False,False,False
16017,False,False,False,False
16019,False,False,False,False
16031,False,False,False,False
16036,True,False,True,True
16041,False,False,False,False
16043,False,False,False,False
16044,False,False,False,False
16045,True,True,True,True
16062,False,False,False,False
16064,False,False,False,False
16074,False,False,False,False
16075,False,False,True,False
16079,False,False,False,False
16090,False,False,False,False
16092,False,False,False,False
16094,False,False,False,False
16105,False,False,False,False
16108,False,False,False,False
16109,False,False,False,False
16116,False,False,False,False
16134,False,False,False,False
16140,True,False,True,False
16142,False,False,False,False
16148,False,False,False,False
16152,False,False,False,False
16155,False,False,False,False
16157,False,False,False,False
16159,False,False,False,False
16171,False,False,False,False
16173,False,False,False,False
16176,False,False,False,False
16180,False,False,False,False
16187,True,True,True,True
16190,False,False,False,False
16191,False,False,False,False
16192,False,False,False,False
16195,False,False,False,False
16207,False,False,False,False
16211,False,False,False,False
16215,True,False,True,False
16219,True,False,True,False
16223,False,False,False,False
16230,False,False,False,False
16235,False,False,False,False
16243,False,False,True,True
16245,False,False,False,False
16253,False,False,False,False
16257,False,False,False,False
16270,False,False,False,True
16271,True,False,True,False
16273,False,False,False,False
16275,True,True,True,True
16276,True,False,True,True
16281,False,False,False,False
16292,False,False,False,False
16305,False,False,False,False
16312,False,False,False,False
16314,True,False,True,False
16319,False,False,False,False
16333,True,True,True,True
16337,False,False,False,False
16348,False,False,False,False
16355,False,False,False,False
16371,False,False,False,False
16373,False,False,False,False
16378,False,False,False,False
16391,True,False,True,False
16398,False,False,False,False
16400,False,False,False,False
16402,False,False,False,False
16406,False,False,False,False
16413,False,False,False,False
16438,False,False,True,False
16456,False,False,False,False
16458,True,False,True,False
16459,False,False,False,False
16461,False,False,False,False
16475,False,False,False,False
16477,False,False,False,False
16478,False,False,False,False
16479,False,False,False,False
16480,False,False,False,False
16481,False,False,False,False
16498,False,False,False,False
16504,False,False,False,False
16517,True,False,True,False
16518,False,False,False,False
16519,False,False,False,False
16522,False,False,False,False
16523,False,False,False,False
16524,False,False,False,False
16534,False,False,False,False
16535,False,False,False,False
16543,False,False,False,False
16549,False,False,False,False
16578,False,False,False,False
16592,False,False,False,False
16593,True,False,True,False
16594,False,False,False,False
16596,False,False,False,False
16598,False,False,False,False
16601,False,False,False,False
16618,False,False,True,False
16625,False,False,True,False
16628,False,False,False,False
16629,False,False,False,False
16633,False,False,False,False
16636,False,False,False,False
16657,False,False,False,False
16665,True,False,True,False
16677,False,False,False,False
16679,False,False,False,False
16685,False,False,False,False
16686,False,False,False,False
16694,False,False,False,False
16698,False,False,False,False
16700,False,True,True,True
16701,False,False,False,False
16704,False,False,False,False
16706,True,False,True,False
16716,True,True,True,True
16723,False,False,False,False
16725,False,False,False,False
16730,False,False,False,False
16739,False,False,False,False
16741,False,False,False,False
16767,False,False,False,False
16778,False,False,False,False
16781,False,False,False,False
16789,False,False,False,False
16790,False,False,False,False
16796,False,False,False,False
16799,False,False,False,False
16808,False,False,False,False
16809,False,False,False,False
16821,False,False,False,False
16826,False,False,False,False
16830,False,False,False,False
16831,False,False,False,False
16832,False,False,False,False
16840,False,False,False,False
16843,False,False,False,False
16852,False,True,False,True
16853,False,False,False,False
16856,False,False,False,False
16860,True,True,True,True
16863,False,False,False,False
16866,False,False,False,False
16870,False,False,False,False
16873,False,False,False,False
16878,False,False,False,False
16879,False,False,False,False
16880,False,False,False,False
16883,False,False,False,False
16887,True,False,True,False
16895,False,False,False,False
16904,False,False,False,False
16910,False,False,False,False
16914,False,False,False,False
16916,False,False,False,False
16926,False,False,False,False
16931,False,False,False,False
16938,False,False,False,False
16939,False,False,False,False
16940,False,False,False,False
16951,False,False,False,False
16953,False,False,False,False
16961,False,False,False,False
16966,True,False,True,False
16970,True,False,True,False
16983,True,False,True,False
16994,False,False,False,False
17005,False,False,False,False
17007,False,False,False,False
17009,False,False,False,False
17018,False,False,False,False
17021,False,False,False,False
17034,False,False,False,False
17054,False,False,True,False
17057,False,False,False,False
17061,False,False,False,False
17064,False,False,False,False
17074,False,False,False,False
17082,False,False,False,False
17083,False,False,False,False
17084,False,False,False,False
17087,False,False,False,False
17088,False,False,False,False
17090,False,False,False,False
17092,True,True,True,True
17097,True,True,True,True
17107,False,False,False,False
17110,False,False,False,False
17111,False,False,False,False
17148,True,False,True,False
17149,False,False,False,False
17152,False,False,False,False
17153,False,False,False,False
17157,False,False,False,False
17162,False,False,False,False
17167,False,False,False,False
17172,False,False,False,False
17175,False,False,False,False
17176,False,False,False,False
17180,False,False,False,False
17181,True,False,True,False
17186,True,True,True,True
17187,True,False,True,False
17188,False,False,False,False
17192,False,False,False,False
17197,False,False,True,False
17209,False,False,False,False
17211,False,False,False,False
17216,False,False,True,True
17221,False,False,False,False
17225,False,False,False,False
17230,True,True,True,True
17238,True,False,True,False
17242,False,False,False,False
17247,False,False,False,False
17266,False,False,False,False
17291,False,False,False,False
17292,False,False,False,False
17295,False,False,False,False
17298,True,False,True,True
17301,False,False,False,False
17303,False,False,False,False
17304,False,False,False,False
17307,True,False,True,False
17314,False,False,False,False
17319,False,False,False,False
17321,False,False,False,False
17328,False,False,False,False
17333,False,False,False,False
17338,False,False,False,False
17343,False,False,False,False
17345,False,False,False,False
17357,False,False,False,False
17363,False,False,False,False
17366,False,False,False,False
17387,False,False,False,False
17388,False,False,False,False
17389,True,True,True,True
17391,False,False,True,False
17392,False,False,True,True
17394,True,True,True,True
17397,False,False,False,False
17403,True,True,True,True
17404,False,False,False,False
17405,False,True,False,True
17410,False,False,False,False
17411,False,False,False,False
17416,False,False,False,False
17423,False,False,False,False
17428,True,False,True,False
17443,False,False,False,False
17444,False,False,False,False
17445,False,False,False,False
17446,False,False,False,False
17447,False,False,False,False
17454,False,False,False,False
17456,False,False,False,False
17460,False,False,False,False
17461,False,False,False,False
17466,True,False,True,True
17469,False,False,False,False
17476,True,False,True,False
17477,False,False,False,False
17478,False,False,False,False
17487,False,False,False,False
17488,False,False,False,False
17489,False,False,True,False
17494,False,False,False,False
17499,False,False,False,False
17503,False,False,False,False
17509,False,False,False,False
17512,False,False,False,False
17516,False,True,False,True
17518,False,False,False,False
17524,True,False,True,False
17533,False,False,False,False
17536,False,False,False,False
17542,False,False,False,False
17543,False,False,False,False
17546,False,False,False,False
17551,False,False,False,False
17555,False,False,False,False
17558,False,False,False,False
17562,False,False,False,False
17567,False,False,False,False
17568,False,False,False,False
17578,False,False,True,False
17579,False,False,True,False
17581,False,False,False,False
17584,False,False,False,False
17585,True,True,True,True
17589,True,False,True,False
17592,False,False,False,False
17597,False,False,False,False
17598,False,False,False,False
17623,False,False,False,False
17624,False,False,False,False
17634,False,False,False,False
17637,True,False,True,False
17640,False,False,False,False
17641,False,False,False,False
17647,False,False,False,False
17653,False,False,False,False
17657,False,False,False,False
17661,False,False,False,False
17668,False,False,False,False
17672,False,False,False,False
17674,False,False,False,False
17688,False,False,False,False
17689,False,False,False,False
17694,False,False,False,False
17701,False,False,False,False
17702,False,False,False,False
17713,True,False,True,False
17718,False,False,False,False
17727,False,False,False,False
17729,False,False,False,False
17730,False,False,False,False
17735,True,True,True,True
17736,False,False,False,False
17740,False,False,False,False
17741,False,False,False,False
17742,False,False,False,False
17755,False,False,False,False
17756,False,False,False,False
17767,False,False,False,False
17768,False,False,False,False
17776,False,False,False,False
17778,False,False,False,False
17789,False,False,False,False
17793,False,False,False,False
17796,False,False,False,False
17805,False,False,False,False
17811,False,False,False,False
17817,False,False,False,False
17831,False,False,False,False
17834,False,False,False,False
17835,False,False,False,False
17840,False,False,False,False
17842,False,False,False,False
17844,False,False,False,False
17850,False,False,False,False
17851,False,False,False,False
17855,False,False,True,True
17858,False,False,False,False
17871,False,False,True,False
17882,False,False,False,False
17884,False,False,False,False
17896,False,False,False,False
17901,False,False,False,False
17902,False,False,False,False
17904,True,True,True,True
17906,False,False,False,False
17909,False,False,False,False
17918,False,False,False,False
17921,False,False,False,False
17924,False,False,False,False
17931,False,False,False,False
17938,False,False,True,False
17940,False,False,False,False
17941,False,False,False,False
17942,False,False,False,False
17949,True,False,True,False
17956,False,True,False,True
17958,False,False,True,False
17978,False,False,True,False
17980,False,False,False,False
17996,False,False,False,False
17997,True,False,True,False
18003,False,False,False,False
18005,False,False,False,False
18013,False,False,False,False
18034,False,False,False,False
18038,False,False,False,False
18040,False,True,False,True
18047,False,False,True,False
18066,False,False,False,False
18078,False,False,False,False
18084,True,False,True,False
18085,False,False,False,False
18088,False,False,False,False
18094,False,False,False,False
18103,False,False,False,False
18107,False,False,False,False
18112,False,True,False,True
18113,False,False,False,False
18117,False,True,False,True
18118,True,True,True,True
18121,False,False,False,False
18122,False,False,False,False
18124,False,False,False,False
18127,False,False,False,False
18147,True,True,True,True
18163,False,False,False,False
18167,False,False,False,False
18189,True,False,True,False
18192,False,False,False,False
18195,False,False,False,False
18201,False,False,False,False
18217,False,False,False,False
18238,False,False,False,False
18243,False,False,False,False
18246,True,False,True,False
18250,False,False,False,False
18254,False,False,False,False
18258,False,False,False,False
18262,False,False,False,False
18264,False,False,False,False
18265,False,False,False,False
18266,False,False,False,False
18267,False,False,False,False
18272,False,False,False,False
18275,False,False,False,False
18277,False,False,False,False
18285,False,False,False,False
18286,False,False,False,False
18291,False,False,False,False
18295,False,False,False,False
18300,False,False,False,False
18305,False,False,False,False
18306,False,False,False,False
18310,True,True,True,True
18312,True,False,True,False
18319,False,False,False,False
18339,False,False,False,False
18344,False,False,False,False
18346,False,False,False,False
18347,True,False,True,False
18353,False,False,False,False
18356,True,True,True,True
18358,False,False,False,False
18368,False,False,False,False
18381,False,False,False,False
18385,False,False,False,False
18390,True,True,True,True
18405,False,False,False,False
18411,False,False,False,False
18417,False,False,False,False
18418,False,False,False,False
18428,False,False,False,False
18435,False,False,False,False
18442,False,False,False,False
18444,True,True,True,True
18448,False,False,False,False
18451,False,False,False,False
18459,False,False,False,False
18460,False,False,False,False
18463,False,False,False,False
18465,False,False,False,False
18470,False,False,False,False
18472,True,False,True,False
18496,False,False,False,False
18499,False,False,False,False
18512,False,False,True,True
18517,False,False,False,False
18522,False,False,False,False
18527,False,False,False,False
18528,True,True,True,True
18535,False,False,False,False
18543,False,False,True,False
18547,True,True,True,True
18560,False,False,False,False
18568,False,False,False,False
18582,False,False,False,False
18587,False,False,False,False
18600,True,False,True,False
18614,False,False,False,False
18629,False,False,False,False
18633,False,False,False,False
18638,False,False,False,False
18640,False,False,False,False
18641,False,False,False,False
18644,False,False,False,False
18647,False,False,False,False
18649,False,False,False,False
18651,False,False,False,False
18652,False,False,False,False
18662,False,False,True,False
18664,False,False,False,False
18667,False,False,False,False
18672,False,False,False,False
18695,False,False,False,False
18700,False,False,False,False
18701,False,False,False,False
18704,False,False,False,False
18707,False,False,False,False
18713,False,False,False,False
18730,False,False,False,False
18740,False,False,True,False
18741,False,False,False,False
18742,False,False,False,False
18744,False,False,False,False
18747,False,False,False,False
18754,False,False,False,False
18756,False,False,False,False
18761,False,False,False,False
18773,False,False,False,False
18777,False,False,False,False
18779,False,False,False,False
18784,False,False,False,False
18789,False,False,True,True
18799,False,False,False,False
18803,False,False,False,False
18806,False,False,False,False
18818,False,False,False,False
18823,False,False,False,False
18828,False,False,False,False
18832,False,False,False,False
18836,False,False,False,False
18843,False,False,False,False
18845,False,False,False,False
18846,False,False,False,False
18850,False,False,False,False
18852,False,False,False,False
18862,False,False,True,False
18864,False,False,False,False
18868,False,False,False,False
18882,False,False,False,False
18885,True,False,True,False
18893,False,False,False,False
18895,False,False,False,False
18896,False,False,False,False
18900,False,False,False,False
18905,False,False,False,False
18906,False,False,False,False
18908,False,False,False,False
18912,False,False,False,False
18921,False,False,False,False
18922,True,True,True,True
18941,False,False,False,False
18950,True,False,True,False
18978,True,True,True,True
18979,True,True,True,True
18981,True,False,True,False
18997,False,False,False,False
19007,False,True,False,True
19008,True,False,True,False
19013,False,False,False,False
19016,True,False,True,False
19025,False,False,False,False
19027,False,False,False,False
19042,True,True,True,True
19048,True,True,True,True
19052,False,False,False,False
19061,False,False,False,False
19062,True,True,True,True
19065,False,False,False,False
19068,False,False,False,False
19070,False,False,False,False
19073,False,False,False,False
19077,False,False,False,False
19101,False,False,False,False
19108,False,False,False,False
19111,False,False,False,False
19112,False,False,False,False
19118,False,False,False,False
19121,False,False,False,False
19122,False,False,False,False
19128,False,False,False,False
19130,True,False,True,False
19133,False,False,False,False
19136,False,False,False,False
19147,False,False,False,False
19148,False,False,False,False
19150,True,False,True,False
19151,True,True,True,True
19152,False,False,False,False
19159,False,False,False,False
19160,False,True,False,True
19173,False,False,False,False
19174,True,True,True,True
19180,False,False,False,False
19185,False,False,False,False
19204,False,False,False,False
19208,False,False,False,False
19212,False,False,False,False
19214,False,False,False,False
19216,False,False,False,False
19232,True,True,True,True
19234,False,False,False,False
19241,False,False,True,False
19242,False,False,False,False
19244,False,False,False,False
19257,False,False,False,False
19261,False,False,False,False
19274,False,False,False,False
19285,False,False,False,False
19294,False,False,False,False
19299,False,False,False,False
19301,True,True,True,True
19303,False,False,False,False
19305,False,False,False,False
19325,False,False,False,False
19326,False,False,False,False
19328,False,False,False,False
19337,False,False,False,False
19343,False,False,True,True
19347,False,False,False,False
19358,False,False,False,False
19361,False,False,False,False
19376,False,False,False,False
19380,False,False,False,False
19390,False,False,False,False
19392,False,False,False,False
19401,False,False,False,False
19408,False,False,False,False
19410,False,False,False,False
19414,False,False,False,False
19416,False,False,False,False
19419,False,False,False,False
19421,False,False,False,False
19423,False,False,False,False
19428,True,False,True,False
19432,True,False,True,False
19433,False,False,False,False
19434,False,False,False,False
19437,False,False,False,False
19445,False,False,False,False
19453,True,True,True,True
19456,False,False,False,False
19460,False,False,False,False
19464,False,False,False,False
19466,False,False,False,False
19467,True,True,True,True
19470,True,True,True,True
19471,False,False,False,False
19474,False,False,False,False
19479,False,False,False,False
19482,True,False,True,False
19487,False,False,False,False
19490,False,False,False,False
19492,False,False,False,False
19497,False,False,False,False
19499,False,False,False,False
19504,False,False,True,True
19510,False,False,False,False
19514,False,False,False,False
19517,False,False,True,True
19519,False,False,False,False
19521,False,False,True,False
19527,False,False,False,False
19528,False,False,False,False
19529,False,False,False,False
19534,False,False,False,False
19537,False,False,False,False
19539,False,False,False,False
19541,False,False,False,False
19543,True,True,True,True
19546,False,False,False,False
19548,True,False,True,False
19552,False,False,False,False
19558,False,False,False,False
19559,False,False,False,False
19561,False,False,False,False
19564,False,False,False,False
19573,False,False,False,False
19577,False,False,False,False
19587,False,False,True,False
19588,False,False,False,False
19599,False,False,False,False
19606,False,False,False,True
19609,False,False,False,False
19615,False,False,False,False
19624,False,False,False,False
19628,False,False,False,False
19636,False,False,False,False
19637,False,False,False,False
19641,False,False,False,False
19643,False,False,False,False
19648,False,False,False,False
19658,False,False,False,False
19662,False,False,False,False
19663,False,False,False,False
19664,False,False,False,False
19667,False,False,False,False
19672,False,False,False,False
19676,False,False,False,False
19679,False,False,False,False
19680,False,False,False,False
19681,False,False,False,False
19688,False,False,False,False
19703,False,False,False,False
19714,False,False,False,False
19715,False,False,False,False
19719,False,False,False,False
19726,False,False,False,False
19728,False,False,False,False
19731,False,False,False,False
19743,False,False,False,False
19751,False,False,False,False
19754,True,False,True,False
19764,False,False,False,False
19771,True,True,True,True
19780,False,False,False,False
19784,False,False,False,False
19785,False,False,False,False
19794,False,False,False,False
19801,False,False,True,True
19806,False,False,False,False
19820,False,False,False,False
19821,False,False,False,False
19827,True,False,True,False
19829,False,False,False,False
19837,True,False,True,False
19844,False,False,False,False
19846,False,False,False,False
19854,False,False,False,False
19870,False,False,False,False
19871,False,False,False,False
19879,True,True,True,True
19885,False,False,False,False
19903,False,False,False,False
19905,False,False,False,False
19906,False,False,False,False
19907,False,False,False,False
19915,False,False,False,True
19917,False,True,False,True
19921,False,False,False,False
19927,False,False,False,False
19929,False,False,False,False
19936,False,False,True,True
19937,False,False,False,False
19944,False,False,False,False
19946,False,False,False,False
19959,True,True,True,True
19972,False,False,False,False
19982,False,False,False,False
19984,False,False,False,False
19996,True,False,True,False
19998,True,False,True,False
20000,False,False,False,False
20011,True,False,True,False
20016,False,False,False,False
20020,False,False,False,False
20021,False,False,False,False
20023,False,False,False,False
20054,True,True,True,True
20058,False,False,False,False
20063,False,False,False,False
20076,False,False,False,False
20081,False,False,False,False
20093,False,False,False,False
20097,False,False,False,False
20099,False,False,False,False
20104,False,False,False,False
20114,True,False,True,False
20115,True,False,True,True
20126,False,False,False,False
20128,False,False,False,False
20129,False,False,False,False
20136,True,False,True,False
20137,False,False,True,True
20141,False,False,False,False
20142,False,True,True,True
20151,False,False,False,False
20153,False,False,False,False
20157,False,False,False,False
20163,False,False,False,False
20171,False,False,False,False
20175,False,False,False,False
20177,False,False,False,False
20180,False,False,False,False
20186,True,True,True,True
20189,False,False,False,False
20193,False,False,False,False
20195,False,False,False,False
20202,False,False,False,False
20208,False,False,False,False
20209,False,True,False,True
20210,False,False,False,False
20220,False,False,False,False
20226,False,False,False,False
20227,False,False,False,False
20230,False,False,False,False
20247,False,False,False,False
20249,False,False,False,False
20252,False,False,False,False
20265,False,False,False,False
20266,False,False,False,False
20267,False,False,False,False
20281,True,False,True,False
20283,False,False,False,False
20292,True,False,True,False
20298,False,False,False,False
20306,False,True,False,True
20317,False,False,False,False
20330,False,False,False,False
20334,False,False,False,False
20342,False,False,True,False
20345,False,False,False,False
20347,False,False,False,False
20350,False,False,False,False
20359,True,False,True,False
20360,False,False,False,False
20363,False,False,False,False
20379,True,True,True,True
20380,False,False,False,False
20381,False,False,False,False
20386,False,False,False,False
20415,False,False,False,False
20418,True,False,True,False
20422,True,False,True,False
20432,False,True,False,True
20450,False,False,False,False
20454,False,False,True,False
20457,False,False,False,False
20466,True,False,True,False
20479,False,False,False,False
20484,False,False,False,False
20495,False,False,False,False
20498,True,False,True,False
20501,False,False,False,False
20510,False,False,False,False
20514,False,False,False,False
20515,False,False,False,False
20516,True,True,True,True
20517,False,False,False,False
20524,False,False,False,False
20544,True,False,True,False
20549,False,False,False,False
20550,True,False,True,False
20560,False,False,False,False
20563,False,False,False,False
20572,False,False,False,False
20585,False,False,False,False
20598,False,False,False,False
20599,False,False,False,False
20605,False,False,False,False
20611,False,False,False,False
20612,False,False,False,False
20616,False,False,False,False
20622,False,False,False,False
20625,False,False,False,False
20629,False,False,False,False
20639,False,False,False,False
20647,False,False,False,False
20655,False,False,False,False
20656,False,False,False,False
20664,False,False,False,False
20671,False,False,False,False
20674,False,False,False,False
20675,False,False,False,False
20676,True,False,True,False
20682,True,False,True,False
20691,False,False,False,False
20694,False,False,False,False
20695,False,False,False,False
20700,False,False,False,False
20701,False,False,False,False
20703,False,False,False,True
20710,False,False,False,False
20715,False,False,False,False
20719,False,False,False,False
20720,False,False,False,False
20729,False,False,False,False
20751,False,False,False,False
20753,False,False,False,False
20756,False,False,False,False
20770,False,False,False,False
20772,False,False,False,False
20778,False,False,False,False
20785,False,False,False,False
20790,False,False,False,False
20794,False,False,False,False
20805,False,False,False,False
20808,False,False,False,False
20812,False,False,False,False
20818,False,False,False,False
20823,False,False,False,False
20836,False,False,False,False
20844,False,False,False,False
20851,False,False,False,False
20852,False,False,False,False
20855,False,False,False,False
20861,False,False,False,False
20864,False,False,False,False
20865,False,False,True,False
20867,True,True,True,True
20872,False,False,True,False
20874,True,True,True,True
20876,False,False,False,False
20890,False,False,False,False
20905,False,False,False,False
20906,False,False,False,False
20907,False,False,False,False
20913,False,False,True,False
20918,False,False,False,False
20922,False,False,False,False
20926,True,False,True,False
20933,False,False,False,False
20943,False,False,False,False
20944,False,False,False,False
20953,False,False,False,False
20955,False,False,False,False
20965,False,False,False,False
20971,False,False,False,False
20973,False,False,False,False
20977,False,True,False,True
20986,False,False,False,False
20988,True,False,True,False
20993,False,False,False,False
21003,True,True,True,True
21004,False,False,False,False
21012,False,False,False,False
21016,False,False,False,False
21028,False,False,False,False
21031,False,False,False,False
21033,False,False,True,False
21039,False,False,False,False
21040,False,False,True,True
21044,False,False,False,False
21046,False,False,False,False
21047,False,False,False,False
21048,False,False,False,False
21051,False,False,False,False
21059,False,False,False,False
21081,False,False,False,False
21087,True,False,True,False
21088,False,False,False,False
21094,False,False,False,False
21097,True,True,True,True
21110,True,True,True,True
21111,False,False,False,False
21112,False,False,False,False
21119,False,False,False,False
21138,False,False,False,False
21139,True,True,True,True
21146,False,False,False,False
21161,False,False,True,False
21163,False,False,False,False
21164,False,False,False,False
21168,False,False,False,False
21181,False,False,False,False
21186,False,False,False,False
21189,False,False,True,False
21195,False,False,False,False
21203,False,False,False,False
21210,False,False,False,False
21211,False,False,False,False
21218,True,False,True,False
21234,False,False,False,False
21242,False,False,False,False
21252,True,False,True,False
21253,False,False,False,False
21258,False,False,False,False
21259,False,False,False,False
21260,False,False,False,False
21266,False,False,False,False
21276,True,False,True,True
21291,False,False,False,False
21297,False,True,False,True
21300,False,False,False,False
21301,False,True,False,True
21308,False,False,False,False
21312,False,False,False,False
21314,False,False,False,False
21321,False,False,False,False
21328,True,False,True,False
21339,False,False,True,True
21344,False,False,True,False
